,driver_id,driver_onboard_date,last_data,total_ride_distance,total_ride_duration,total_ride_cost,total_ride_prime_time,total_time_waited,total_response_time,difference,difference_in_seconds,difference_in_days,mean_ride_distance,mean_ride_duration,mean_ride_cost,mean_ride_prime_time,mean_time_waited,mean_response_time
10,02e440f6c209206375833cef02e0cbae,2016-03-31 00:00:00,2016-05-18 08:40:04,455475,50021,718.8821329920834,800,14881,1395,48 days 08:40:04.000000000,31204,48,9489.0625,1042.1041666666667,14.976711104001737,16.666666666666668,310.0208333333333,29.0625
11,036f3d94e7c65e4e3574822d31c72656,2016-04-09 00:00:00,2016-06-24 17:39:59,1583857,201050,2626.4705624723833,2600,62971,2776,76 days 17:39:59.000000000,63599,76,20840.223684210527,2645.3947368421054,34.5588231904261,34.21052631578947,828.5657894736842,36.526315789473685
12,039c5afbca8e03e4c18d9c8ea94140ac,2016-04-12 00:00:00,2016-06-12 22:00:35,245145,30294,425.00289286425,400,9940,381,61 days 22:00:35.000000000,79235,61,4018.7704918032787,496.62295081967216,6.967260538758197,6.557377049180328,162.95081967213116,6.245901639344262
13,039da9c077e17af98ca8530e4d7975f1,2016-05-04 00:00:00,2016-06-26 01:41:26,2125322,302966,4107.080808264633,8825,63156,3486,53 days 01:41:26.000000000,6086,53,40100.41509433962,5716.33962264151,77.49209072197421,166.50943396226415,1191.622641509434,65.77358490566037
14,03f2b5c74cb89f39e58711699e76bf39,2016-04-10 00:00:00,2016-06-25 16:22:47,1358917,214201,2592.7040241547165,3300,61302,1596,76 days 16:22:47.000000000,58967,76,17880.486842105263,2818.434210526316,34.114526633614695,43.421052631578945,806.6052631578947,21.0
15,03f5278eb43475aa6790f5be32463755,2016-04-12 00:00:00,2016-06-24 17:42:45,2265794,321993,4187.2244861101,6975,88263,3566,73 days 17:42:45.000000000,63765,73,31038.27397260274,4410.86301369863,57.359239535754796,95.54794520547945,1209.0821917808219,48.84931506849315
16,0430df9a3eb327122c57ee3a64765000,2016-04-05 00:00:00,2016-04-13 21:24:28,254250,35639,473.6074465958334,325,11873,476,8 days 21:24:28.000000000,77068,8,31781.25,4454.875,59.20093082447917,40.625,1484.125,59.5
17,04c4ffa5a385eab86fa7e422263d2999,2016-04-07 00:00:00,2016-05-07 18:41:43,465496,57156,744.7045722683999,1425,12084,445,30 days 18:41:43.000000000,67303,30,15516.533333333333,1905.2,24.82348574228,47.5,402.8,14.833333333333334
18,04d686ef2fba281e395992a28f14fdd3,2016-05-14 00:00:00,2016-06-24 12:52:57,2582451,270376,4010.4878510358167,4725,75658,3775,41 days 12:52:57.000000000,46377,41,62986.60975609756,6594.536585365854,97.81677685453211,115.2439024390244,1845.3170731707316,92.07317073170732
19,052bba06c5fc0bdea4bc2f9cb92b37c7,2016-04-15 00:00:00,2016-06-20 18:15:42,361553,46885,636.5189982041165,850,13585,350,66 days 18:15:42.000000000,65742,66,5478.075757575758,710.3787878787879,9.644227245516918,12.878787878787879,205.83333333333334,5.303030303030303
20,059ed570673c2d15ca11dd6b3a25513b,2016-05-12 00:00:00,2016-06-20 16:17:25,313768,32534,463.50261965053335,325,14162,334,39 days 16:17:25.000000000,58645,39,8045.333333333333,834.2051282051282,11.88468255514188,8.333333333333334,363.12820512820514,8.564102564102564
21,05addf442c147875efa5cf53453ad47b,2016-04-08 00:00:00,2016-06-26 11:28:06,2246026,297746,3979.1930682262337,8225,79485,4950,79 days 11:28:06.000000000,41286,79,28430.708860759492,3768.9367088607596,50.36953250919283,104.11392405063292,1006.1392405063291,62.65822784810127
22,05bad02e08c7f849e91dc1259da8b4ec,2016-05-12 00:00:00,2016-06-12 02:34:40,409881,42498,621.2173918786499,775,16078,653,31 days 02:34:40.000000000,9280,31,13221.967741935483,1370.9032258064517,20.0392707057629,25.0,518.6451612903226,21.06451612903226
23,0656192a402808805282e60761bda088,2016-04-30 00:00:00,2016-06-27 00:05:27,2639670,250434,3967.0045457055003,4800,90354,3963,58 days 00:05:27.000000000,327,58,45511.55172413793,4317.827586206897,68.3966300983707,82.75862068965517,1557.8275862068965,68.32758620689656
24,06b1ba06e5505f8218ec8686498f990a,2016-05-11 00:00:00,2016-05-24 15:05:16,221429,35000,447.8113263661833,1150,8830,411,13 days 15:05:16.000000000,54316,13,17033.0,2692.3076923076924,34.44702510509102,88.46153846153847,679.2307692307693,31.615384615384617
25,06c848ab3a7fc5421e82e98850a81710,2016-04-20 00:00:00,2016-06-26 23:38:02,2515434,316966,4448.429067682766,4975,105783,3815,67 days 23:38:02.000000000,85082,67,37543.79104477612,4730.835820895522,66.3944636967577,74.25373134328358,1578.8507462686566,56.940298507462686
26,07dd442e3e0b9f0f9b0d69c7b47cbb06,2016-04-08 00:00:00,2016-06-21 16:46:49,1678435,250768,3180.1031262094166,2825,81904,3124,74 days 16:46:49.000000000,60409,74,22681.554054054053,3388.7567567567567,42.97436657039752,38.17567567567568,1106.8108108108108,42.21621621621622
27,07e6a2fdaadc640cca9a7bec41351065,2016-05-14 00:00:00,2016-06-19 23:40:11,106079,15227,214.13390978868333,375,6091,260,36 days 23:40:11.000000000,85211,36,2946.6388888888887,422.97222222222223,5.948164160796759,10.416666666666666,169.19444444444446,7.222222222222222
28,081d8ba3bc9a00a481df02bd9d0a4c53,2016-04-04 00:00:00,2016-06-24 15:39:53,915768,154464,1940.7544296171998,2900,57946,2478,81 days 15:39:53.000000000,56393,81,11305.777777777777,1906.962962962963,23.959931229841974,35.80246913580247,715.3827160493827,30.59259259259259
29,0822973f3e812a68a867962dbbd37f5d,2016-05-08 00:00:00,2016-06-04 01:05:21,179213,25305,352.09642517645,575,5323,333,27 days 01:05:21.000000000,3921,27,6637.518518518518,937.2222222222222,13.040608339868518,21.296296296296298,197.14814814814815,12.333333333333334
30,08a1491d6a804e0af969f08252ddbbd8,2016-04-16 00:00:00,2016-06-26 19:43:53,3815540,534021,6818.322791141,12150,118245,4786,71 days 19:43:53.000000000,71033,71,53740.0,7521.422535211268,96.0327153681831,171.1267605633803,1665.4225352112676,67.40845070422536
31,08b2b063cce8d02495c4b880293f153c,2016-04-20 00:00:00,2016-06-26 21:49:43,3803230,500225,6498.107685912833,10300,150509,5487,67 days 21:49:43.000000000,78583,67,56764.62686567164,7466.044776119403,96.98668187929601,153.73134328358208,2246.402985074627,81.8955223880597
32,0938ed763cb3129ae63607aaf69daff5,2016-03-30 00:00:00,2016-06-25 15:19:52,148017,30754,357.28415866971665,325,8344,397,87 days 15:19:52.000000000,55192,87,1701.344827586207,353.4942528735632,4.106714467468008,3.735632183908046,95.9080459770115,4.563218390804598
33,0abc4faab8bbdf4d62412655fe0a2398,2016-05-03 00:00:00,2016-06-05 20:03:52,257538,31372,471.56130795436667,1075,8632,337,33 days 20:03:52.000000000,72232,33,7804.181818181818,950.6666666666666,14.289736604677778,32.57575757575758,261.57575757575756,10.212121212121213
34,0afc0241296972b583debd7c5f5c707c,2016-04-05 00:00:00,2016-06-24 19:10:28,2611490,376126,4846.488442375166,8300,107248,6146,80 days 19:10:28.000000000,69028,80,32643.625,4701.575,60.58110552968958,103.75,1340.6,76.825
35,0b10af0ede0648dbe6ae05813c5cbf1b,2016-05-13 00:00:00,2016-06-10 02:21:25,231921,24081,396.52233124465005,650,8660,328,28 days 02:21:25.000000000,8485,28,8282.892857142857,860.0357142857143,14.161511830166074,23.214285714285715,309.2857142857143,11.714285714285714
36,0b631e16fa61f7321da18cf35a076d5f,2016-04-13 00:00:00,2016-06-26 18:06:30,2383169,340011,4412.163920403849,9925,88175,4871,74 days 18:06:30.000000000,65190,74,32204.986486486487,4594.743243243243,59.62383676221418,134.1216216216216,1191.554054054054,65.82432432432432
37,0c02bd2b09f7193103279ab9b760b777,2016-03-29 00:00:00,2016-06-24 09:51:19,2081809,257815,3662.9337678265165,3625,66892,2229,87 days 09:51:19.000000000,35479,87,23928.83908045977,2963.390804597701,42.102686986511685,41.666666666666664,768.8735632183908,25.620689655172413
38,0ca501b2a1d72e80e0d0cd2c25bdd124,2016-04-21 00:00:00,2016-06-22 19:05:16,1404766,216377,2760.945315647233,4675,67941,2323,62 days 19:05:16.000000000,68716,62,22657.516129032258,3489.951612903226,44.53137605882634,75.40322580645162,1095.8225806451612,37.46774193548387
39,0d53c0441daccbb9022ccdcd2a58c7f7,2016-05-11 00:00:00,2016-06-23 20:34:52,235813,34242,444.06046356645004,475,11898,651,43 days 20:34:52.000000000,74092,43,5484.023255813953,796.3255813953489,10.326987524801163,11.046511627906977,276.69767441860466,15.13953488372093
40,0e7f0f05c7e193b1774c2e5713741cd4,2016-04-04 00:00:00,2016-06-26 15:19:26,2530052,256016,3759.1414158191333,2425,72325,5614,83 days 15:19:26.000000000,55166,83,30482.55421686747,3084.5301204819275,45.29086043155582,29.216867469879517,871.3855421686746,67.63855421686748
41,0efa2b92642c1e6db77406bb3761baf4,2016-05-03 00:00:00,2016-06-26 00:46:26,1704587,275808,3511.85406809355,8250,74213,4044,54 days 00:46:26.000000000,2786,54,31566.425925925927,5107.555555555556,65.034334594325,152.77777777777777,1374.3148148148148,74.88888888888889
42,0eff1404b137a5562642f0f706e59f25,2016-03-29 00:00:00,2016-04-20 18:54:15,236439,29847,447.14278854935003,275,10025,642,22 days 18:54:15.000000000,68055,22,10747.227272727272,1356.6818181818182,20.324672206788637,12.5,455.6818181818182,29.181818181818183
43,0f057c0c73054f569a59a0880b91cbb0,2016-04-04 00:00:00,2016-06-25 12:36:36,455048,31573,560.9343420958667,175,13635,412,82 days 12:36:36.000000000,45396,82,5549.365853658536,385.0365853658537,6.840662708486179,2.1341463414634148,166.28048780487805,5.024390243902439
44,0f346940b7c9dc770d408b1063ed2f81,2016-04-14 00:00:00,2016-06-22 19:59:34,3413561,456471,5860.47798395065,12600,101426,7982,69 days 19:59:34.000000000,71974,69,49471.89855072464,6615.521739130435,84.93446353551667,182.6086956521739,1469.9420289855072,115.68115942028986
45,100979abe35f7761f333bb7e63649767,2016-04-10 00:00:00,2016-06-25 12:10:36,3080673,413309,5468.093325418783,6000,133869,4546,76 days 12:10:36.000000000,43836,76,40535.17105263158,5438.276315789473,71.94859638708925,78.94736842105263,1761.4342105263158,59.81578947368421
46,10570128e114c22b855f1155b88fb379,2016-04-26 00:00:00,2016-06-24 18:42:15,2654635,378848,4887.299518606083,6775,126350,4748,59 days 18:42:15.000000000,67335,59,44993.813559322036,6421.152542372882,82.83558506112006,114.83050847457628,2141.5254237288136,80.47457627118644
47,10ab4d373b29fb6ee31ae2b7b39fc574,2016-05-14 00:00:00,2016-06-04 00:46:01,306322,29322,438.9045485813,450,17706,382,21 days 00:46:01.000000000,2761,21,14586.761904761905,1396.2857142857142,20.900216599109523,21.428571428571427,843.1428571428571,18.19047619047619
48,10d2c35bb4b440aa1eaf06d477ff27a6,2016-05-11 00:00:00,2016-06-07 08:15:10,477685,43741,651.7262137219167,675,20750,840,27 days 08:15:10.000000000,29710,27,17692.037037037036,1620.037037037037,24.138007915626545,25.0,768.5185185185185,31.11111111111111
49,1110d496149d3d8c50276765924df831,2016-03-31 00:00:00,2016-04-07 12:51:41,123538,25278,285.9633701877,325,7519,582,7 days 12:51:41.000000000,46301,7,17648.285714285714,3611.1428571428573,40.85191002681428,46.42857142857143,1074.142857142857,83.14285714285714
50,1127af601413f32c08e2a89447e5f3b9,2016-04-05 00:00:00,2016-06-25 18:23:22,382510,38289,563.7257143915,300,13994,659,81 days 18:23:22.000000000,66202,81,4722.3456790123455,472.7037037037037,6.9595767208827155,3.7037037037037037,172.76543209876544,8.135802469135802
51,113d6a61dd3bd21e5bc39bc19197f0f4,2016-04-05 00:00:00,2016-06-25 20:59:58,3254963,392397,5665.959556413951,3975,120085,5350,81 days 20:59:58.000000000,75598,81,40184.72839506173,4844.407407407408,69.95011798041915,49.074074074074076,1482.530864197531,66.04938271604938
52,11506b81721ca68ef019764de3d8edbd,2016-04-22 00:00:00,2016-06-24 19:32:15,4642860,608125,7954.9710118856665,11550,193032,6004,63 days 19:32:15.000000000,70335,63,73696.19047619047,9652.777777777777,126.26938114104233,183.33333333333334,3064.0,95.3015873015873
53,117ea72f13b43f0f4055b0472dcb6b1b,2016-04-25 00:00:00,2016-05-12 17:51:21,316912,35216,494.33324863813334,50,21838,717,17 days 17:51:21.000000000,64281,17,18641.882352941175,2071.529411764706,29.07842639047843,2.9411764705882355,1284.5882352941176,42.1764705882353
54,118be60e268514eb85f66ddb82bfa407,2016-05-11 00:00:00,2016-06-02 15:12:12,376637,33569,534.7223390593833,300,14497,531,22 days 15:12:12.000000000,54732,22,17119.863636363636,1525.8636363636363,24.305560866335608,13.636363636363637,658.9545454545455,24.136363636363637
55,122972e7c73c944e744e6eca819d93e7,2016-04-24 00:00:00,2016-05-18 16:50:22,294564,32342,479.07588966393337,450,15903,723,24 days 16:50:22.000000000,60622,24,12273.5,1347.5833333333333,19.96149540266389,18.75,662.625,30.125
56,12933735316b452a5bc6a933d1a38124,2016-04-26 00:00:00,2016-06-26 21:12:13,2890138,402113,5557.139463411033,11400,130716,5168,61 days 21:12:13.000000000,76333,61,47379.311475409835,6592.016393442623,91.10064694116447,186.88524590163934,2142.8852459016393,84.72131147540983
57,133c19880625cbe91986ee3c402866cd,2016-04-28 00:00:00,2016-06-03 10:00:13,301688,52764,600.2972003852,925,10854,423,36 days 10:00:13.000000000,36013,36,8380.222222222223,1465.6666666666667,16.67492223292222,25.694444444444443,301.5,11.75
58,1340d44ca7946f4192cd80d8f47ce99b,2016-05-05 00:00:00,2016-06-26 19:14:35,1183255,168645,2371.39139399575,6700,43617,2770,52 days 19:14:35.000000000,69275,52,22754.903846153848,3243.173076923077,45.60368065376443,128.84615384615384,838.7884615384615,53.26923076923077
59,14183e69946d782c92eb53b3c6eeb86f,2016-03-30 00:00:00,2016-06-17 08:28:24,117873,21099,251.59229346545,775,3253,204,79 days 08:28:24.000000000,30504,79,1492.0632911392406,267.0759493670886,3.1847125755120254,9.810126582278482,41.177215189873415,2.5822784810126582
60,148fb453d12992652b56d8bc2cfb1b78,2016-04-16 00:00:00,2016-06-01 20:26:06,151665,19938,290.23226762225,375,5510,183,46 days 20:26:06.000000000,73566,46,3297.0652173913045,433.4347826086956,6.309397122222826,8.152173913043478,119.78260869565217,3.9782608695652173
61,156a150f1dbafbb01a786a5f45bdd7b6,2016-04-04 00:00:00,2016-05-01 00:36:04,234759,31030,442.7799664440166,525,10823,341,27 days 00:36:04.000000000,2164,27,8694.777777777777,1149.2592592592594,16.39925801644506,19.444444444444443,400.85185185185185,12.62962962962963
62,15e0ade28a7d24026b2fe91ef528ddf5,2016-03-29 00:00:00,2016-06-26 22:38:07,2621301,363045,4880.53548722165,10675,86964,4261,89 days 22:38:07.000000000,81487,89,29452.8202247191,4079.1573033707864,54.83747738451292,119.9438202247191,977.123595505618,47.87640449438202
63,162441a5f1b85a5c3780686296c3bc75,2016-04-18 00:00:00,2016-06-05 12:08:50,438527,39908,613.4404879278833,475,16047,459,48 days 12:08:50.000000000,43730,48,9135.979166666666,831.4166666666666,12.780010165164235,9.895833333333334,334.3125,9.5625
64,163b1ac215580e695280d8f94c687ef4,2016-04-18 00:00:00,2016-05-16 18:24:44,516525,47276,786.1920374745833,425,34031,890,28 days 18:24:44.000000000,66284,28,18447.321428571428,1688.4285714285713,28.07828705266369,15.178571428571429,1215.392857142857,31.785714285714285
65,1674103b16c39ab56a76884b7c2ca83e,2016-04-18 00:00:00,2016-06-11 03:00:27,2281459,289744,3982.671995999017,4175,93069,4557,54 days 03:00:27.000000000,10827,54,42249.24074074074,5365.62962962963,73.7531851110929,77.31481481481481,1723.5,84.38888888888889
66,1682c469cb12aa06b06d93ab87c3836a,2016-04-20 00:00:00,2016-06-25 23:43:19,2787035,327589,4696.459800399416,5775,127179,4333,66 days 23:43:19.000000000,85399,66,42227.80303030303,4963.469696969697,71.15848182423358,87.5,1926.9545454545455,65.65151515151516
67,16cd1e08be52741e1516cade45ae7754,2016-05-05 00:00:00,2016-06-06 11:53:44,595436,53090,845.1479955027334,525,20999,858,32 days 11:53:44.000000000,42824,32,18607.375,1659.0625,26.410874859460417,16.40625,656.21875,26.8125
68,17235b165b78a09be9cd7f9abc1e833a,2016-04-07 00:00:00,2016-06-21 20:52:41,4403585,606963,7914.7300172902505,11450,140612,7837,75 days 20:52:41.000000000,75161,75,58714.46666666667,8092.84,105.52973356387001,152.66666666666666,1874.8266666666666,104.49333333333334
69,173a168d2b8830525f59be85a35f0000,2016-03-29 00:00:00,2016-04-14 18:55:46,181302,28757,373.74650913163333,100,8494,310,16 days 18:55:46.000000000,68146,16,11331.375,1797.3125,23.359156820727083,6.25,530.875,19.375
70,175540c364f94b6adbc0ce3541a3254a,2016-05-14 00:00:00,2016-06-25 20:27:20,513806,43069,723.8234368965666,900,21583,596,42 days 20:27:20.000000000,73640,42,12233.47619047619,1025.452380952381,17.233891354680157,21.428571428571427,513.8809523809524,14.19047619047619
71,179ef343f855d34fa0262c720cdb9a52,2016-05-14 00:00:00,2016-05-17 02:26:25,130288,14623,217.96842924186666,350,3261,224,3 days 02:26:25.000000000,8785,3,43429.333333333336,4874.333333333333,72.65614308062221,116.66666666666667,1087.0,74.66666666666667
72,180284a755fb939181db32b838fd0720,2016-05-07 00:00:00,2016-06-23 22:52:27,1710420,206602,3037.2668603596667,5050,84603,2757,47 days 22:52:27.000000000,82347,47,36391.914893617024,4395.787234042553,64.62269915658865,107.44680851063829,1800.063829787234,58.659574468085104
73,1805f90c5220ac830835df3309a76e78,2016-04-04 00:00:00,2016-06-06 18:00:47,296384,36770,485.36241916693325,525,8565,650,63 days 18:00:47.000000000,64847,63,4704.507936507936,583.6507936507936,7.704165383602115,8.333333333333334,135.95238095238096,10.317460317460318
74,181396b71a4723deaa02c3dd3ffa9041,2016-04-06 00:00:00,2016-05-01 16:51:13,433955,48456,690.2661101507501,825,16521,778,25 days 16:51:13.000000000,60673,25,17358.2,1938.24,27.610644406030005,33.0,660.84,31.12
75,183336ca67d3257c34cb80c9bd4dfb34,2016-04-19 00:00:00,2016-06-24 13:08:05,1276866,200725,2597.1602954455666,8125,54950,2725,66 days 13:08:05.000000000,47285,66,19346.454545454544,3041.287878787879,39.35091356735707,123.10606060606061,832.5757575757576,41.28787878787879
76,186d02f3ae489428440a352e3fe503a4,2016-05-06 00:00:00,2016-06-25 02:18:14,482706,39442,609.5511030815667,625,7457,304,50 days 02:18:14.000000000,8294,50,9654.12,788.84,12.191022061631333,12.5,149.14,6.08
77,187a5227c531151abd112eef1d104301,2016-03-30 00:00:00,2016-06-21 18:00:16,2563820,373401,4836.182906802999,7175,101245,4813,83 days 18:00:16.000000000,64816,83,30889.397590361445,4498.807228915663,58.267263937385536,86.44578313253012,1219.8192771084337,57.98795180722892
78,19029e596b5c3e45cc6b3cca0640fa58,2016-05-02 00:00:00,2016-06-04 03:07:03,528555,42585,702.5880612407501,925,14514,541,33 days 03:07:03.000000000,11223,33,16016.818181818182,1290.4545454545455,21.29054731032576,28.03030303030303,439.8181818181818,16.393939393939394
79,1925803c42c264e21fdcf0a35fbd2107,2016-04-16 00:00:00,2016-06-25 23:53:30,2131527,317402,4085.6967563778835,8050,66808,2526,70 days 23:53:30.000000000,86010,70,30450.385714285716,4534.314285714286,58.36709651968405,115.0,954.4,36.08571428571429
80,1936275dcb0942dc60a378839fae4730,2016-04-21 00:00:00,2016-06-25 14:17:17,3257144,281555,4466.097381420934,3400,133795,2906,65 days 14:17:17.000000000,51437,65,50109.907692307694,4331.615384615385,68.70919048339898,52.30769230769231,2058.3846153846152,44.707692307692305
81,1936720ce0900cbff6d9114328c84bee,2016-04-05 00:00:00,2016-06-07 23:27:39,225535,18673,327.1297114244167,225,9078,499,63 days 23:27:39.000000000,84459,63,3579.9206349206347,296.3968253968254,5.192535101974868,3.5714285714285716,144.0952380952381,7.920634920634921
82,1989ad384dd8ab8f43fd19822c36aeac,2016-03-31 00:00:00,2016-06-26 10:32:01,2968344,285518,4461.758644900934,2525,148924,5260,87 days 10:32:01.000000000,37921,87,34118.89655172414,3281.816091954023,51.284582125298094,29.022988505747126,1711.7701149425288,60.45977011494253
83,19daceea26aeb211cb8bf28c8497b6c2,2016-04-21 00:00:00,2016-06-26 19:00:08,1598473,244947,2966.62048145545,3925,71116,2950,66 days 19:00:08.000000000,68408,66,24219.28787878788,3711.318181818182,44.94879517356742,59.46969696969697,1077.5151515151515,44.696969696969695
84,19e1cdfeaf90239d8585e6a78136a403,2016-04-05 00:00:00,2016-06-26 18:32:34,3872809,537916,7481.027547976516,11400,132576,7875,82 days 18:32:34.000000000,66754,82,47229.37804878049,6559.951219512195,91.2320432680063,139.02439024390245,1616.780487804878,96.03658536585365
85,1a2af09b492ba2519c5b4aec478642a7,2016-04-04 00:00:00,2016-06-26 13:49:32,3256429,311813,4411.5324591161825,3925,94529,2955,83 days 13:49:32.000000000,49772,83,39234.0843373494,3756.7831325301204,53.1509934833275,47.28915662650602,1138.9036144578313,35.602409638554214
86,1aee4c95edf898beee1a8b49a1f898b0,2016-04-05 00:00:00,2016-06-09 11:25:32,3336552,277722,4475.0361507108,2875,147329,3588,65 days 11:25:32.000000000,41132,65,51331.56923076923,4272.6461538461535,68.84671001093538,44.23076923076923,2266.6,55.2
87,1b51afba3b72e0259db160170f824f95,2016-04-04 00:00:00,2016-06-18 15:39:39,1389815,171245,2374.7776801530836,2925,53437,2683,75 days 15:39:39.000000000,56379,75,18530.866666666665,2283.266666666667,31.663702402041114,39.0,712.4933333333333,35.77333333333333
88,1b9ddecea8eb99bc37f9b0711546f1c0,2016-04-20 00:00:00,2016-06-26 23:39:21,3813109,450818,6665.257988638183,9100,163550,8247,67 days 23:39:21.000000000,85161,67,56912.07462686567,6728.626865671642,99.4814625169878,135.82089552238807,2441.044776119403,123.08955223880596
89,1c4312919166a0e7cefe6b3ddf1ec9c6,2016-05-13 00:00:00,2016-06-25 18:49:56,388450,43141,612.0109663591667,775,11643,411,43 days 18:49:56.000000000,67796,43,9033.720930232557,1003.2790697674419,14.23281317114341,18.023255813953487,270.7674418604651,9.55813953488372
90,1c44fab20b7f0804c11d88dc0554edf4,2016-05-11 00:00:00,2016-06-08 18:33:15,275883,32027,464.57188326528336,800,14323,639,28 days 18:33:15.000000000,66795,28,9852.964285714286,1143.8214285714287,16.59185297376012,28.571428571428573,511.5357142857143,22.821428571428573
91,1c6e8fbca23da68279d93b2de6eaa3d1,2016-05-01 00:00:00,2016-06-25 23:47:08,3055600,354671,5216.420745073334,7225,128002,5313,55 days 23:47:08.000000000,85628,55,55556.36363636364,6448.563636363637,94.84401354678789,131.36363636363637,2327.309090909091,96.6
92,1c95fcac4de21d077072da1ea1705eb5,2016-04-20 00:00:00,2016-04-24 20:29:30,147298,21650,285.88904472503333,300,6038,237,4 days 20:29:30.000000000,73770,4,36824.5,5412.5,71.47226118125833,75.0,1509.5,59.25
93,1cf95d6dd025d792340b623bcff18260,2016-04-11 00:00:00,2016-05-24 20:18:14,207468,32785,429.7134550888666,575,11836,378,43 days 20:18:14.000000000,73094,43,4824.837209302325,762.4418604651163,9.993336164857363,13.372093023255815,275.25581395348837,8.790697674418604
94,1d789a00290ec2e8a4ae1c704f671caf,2016-04-09 00:00:00,2016-06-24 10:19:27,2620492,300904,4449.607061378466,6450,101694,4040,76 days 10:19:27.000000000,37167,76,34480.15789473684,3959.2631578947367,58.54746133392718,84.86842105263158,1338.078947368421,53.1578947368421
95,1d7bc6daa163020694e2a5e636b96a0d,2016-04-20 00:00:00,2016-06-23 22:23:49,1851543,240861,3323.7263942709496,7775,75064,4558,64 days 22:23:49.000000000,80629,64,28930.359375,3763.453125,51.93322491048359,121.484375,1172.875,71.21875
96,1d92784a09b1d1f85b05508e33261efb,2016-04-05 00:00:00,2016-06-23 08:50:51,3169357,305829,4559.87150771405,4525,90836,3830,79 days 08:50:51.000000000,31851,79,40118.443037974685,3871.253164556962,57.71989250270949,57.278481012658226,1149.8227848101267,48.48101265822785
97,1e836fdeba5bcacf45438c08bfcf4fa3,2016-04-26 00:00:00,2016-06-26 22:51:38,3286198,469337,6169.142691410034,9175,128549,6201,61 days 22:51:38.000000000,82298,61,53872.098360655735,7694.049180327869,101.13348674442679,150.40983606557376,2107.3606557377047,101.65573770491804
98,1e9570c1846c0f79c1ec103f608bc8ee,2016-05-14 00:00:00,2016-06-26 10:51:18,1382075,190802,2500.955856882083,4175,52549,1770,43 days 10:51:18.000000000,39078,43,32141.279069767443,4437.2558139534885,58.16176411353681,97.09302325581395,1222.0697674418604,41.16279069767442
